Grand_Total,Grand_Total_Male,Grand_Total_Female,Primary_And_Below_Male,Primary_And_Below_Female,Junior_High_Male,Junior_High_Female,Senior_High_And_Vocational_Male,Senior_High_And_Vocational_Female,Junior_College_Male,Junior_College_Female,University_Male,University_Female,Graduate_School_Male,Graduate_School_Female
20243 000,9814 000,10429 000,903 000,1287 000,920 000,1016 000,2958 000,2876 000,1173 000,1193 000,2878 000,3272 000,982 000,785 000
